"Points:0","Points:1","Points:2","U:0","U:1","U:2"
0.89074,0.051292,0.44637,-0.79637,-0.034548,0.066861
0.75678,0.55697,0.052773,-0.01679,-0.096163,-0.013544
0.7547,0.42382,0.17177,-0.15705,-0.10657,-0.054922
0.75351,0.29376,0.30626,-0.36183,-0.060973,-0.060612
0.75469,0.167,0.44465,-0.57789,0.029326,-0.023626
0.75675,0.051812,0.58291,-0.8121,-0.017248,0.0082857
0.62099,0.68952,0.052803,0.016285,0.016255,0.0048383
0.61719,0.55643,0.17242,-0.064449,-0.0032901,-0.020162
0.61379,0.42426,0.30692,-0.20832,0.028705,-0.048542
0.61374,0.29541,0.44386,-0.38922,0.045754,-0.043165
0.61706,0.16774,0.58162,-0.56901,0.07077,-0.021012
0.62086,0.051804,0.7177,-0.78105,-0.0036252,-0.011963
0.48196,0.82176,0.052473,0.018096,0.16928,-0.0012584
0.47619,0.68887,0.1722,-0.019966,0.15361,-0.0054266
0.47044,0.55559,0.3075,-0.10162,0.16533,-0.028694
0.46778,0.42392,0.44411,-0.22216,0.17715,-0.036805
0.47027,0.295,0.58099,-0.36401,0.15582,-0.028088
0.47585,0.16683,0.71697,-0.51773,0.11934,-0.01531
0.48162,0.051283,0.85143,-0.70922,0.023051,-0.012129
0.33881,0.95389,0.051275,-0.0054499,0.34716,0.0045553
0.33036,0.82131,0.17091,0.0016482,0.35015,0.011832
0.32416,0.68795,0.30816,-0.043371,0.35865,-0.012737
0.32046,0.55463,0.44549,-0.11732,0.35954,-0.02143
0.3204,0.42289,0.58173,-0.20289,0.33827,-0.020233
0.32389,0.29303,0.71689,-0.30095,0.27494,-0.010685
0.3298,0.16383,0.85117,-0.43331,0.17495,-0.004396
0.33811,0.049596,0.98466,-0.59007,0.061232,-0.0041816
0.19392,1.086,0.048836,0.041249,0.52027,0.0017481
0.18039,0.9537,0.16874,0.032146,0.55906,0.012365
0.17822,0.82094,0.30945,0.0026312,0.56382,0.0028553
0.17715,0.68779,0.44745,-0.015866,0.5681,0.0064064
0.17678,0.5549,0.58327,-0.03066,0.56482,0.0057029
0.17706,0.42272,0.7177,-0.089,0.50889,0.014121
0.17798,0.29085,0.85136,-0.14791,0.40404,0.01728
0.17982,0.1584,0.98463,-0.25396,0.24285,0.014802
0.19278,0.045955,1.1177,-0.35382,0.11927,0.0062824
0.060825,1.218,0.054721,-0.032678,0.65232,0.020483
0.052356,1.0859,0.17723,0.0012209,0.70244,0.023034
0.05299,0.95371,0.31341,-0.021115,0.73203,0.01166
0.053441,0.82126,0.44967,-0.038281,0.75407,0.047206
0.053508,0.68873,0.58468,-0.047031,0.74626,0.064426
0.053498,0.55629,0.7185,-0.051684,0.69969,0.064692
0.053403,0.42392,0.85173,-0.079229,0.63301,0.047597
0.052895,0.29195,0.98474,-0.1147,0.48238,0.030622
0.052105,0.16258,1.1177,-0.18359,0.28054,0.012718
0.060146,0.049495,1.2506,-0.12719,0.14325,0.052868
1.4217,0.048857,0.052559,-0.048841,-0.31474,0.1269
1.2891,0.16123,0.048016,0.09945,-0.54067,0.031308
1.2891,0.045713,0.17204,-0.26781,-0.19143,0.26157
1.1565,0.29101,0.051056,0.14836,-0.72258,-0.0093795
1.1564,0.15791,0.16592,-0.2482,-0.25744,0.067766
1.1565,0.049558,0.30826,-0.53537,-0.10566,0.18417
1.0238,0.42396,0.052373,0.14456,-0.70001,-0.016421
1.0233,0.29099,0.16978,-0.16673,-0.32993,-0.04563
1.0233,0.16397,0.30574,-0.43706,-0.095134,0.0028938
1.0238,0.051316,0.44636,-0.69269,-0.059853,0.085095
0.89063,0.55703,0.052784,0.10386,-0.39907,-0.0032608
0.88935,0.42403,0.17176,-0.076698,-0.26531,-0.05951
0.88859,0.29412,0.30618,-0.29712,-0.1589,-0.058419
0.88935,0.16727,0.44458,-0.52729,-0.021044,-0.018183
0.89063,0.051886,0.58289,-0.76165,-0.047092,0.018489
0.75668,0.68957,0.052879,0.081423,-0.16099,0.00098006
0.75412,0.5567,0.17248,-0.0060979,-0.16597,-0.025997
0.75173,0.425,0.30675,-0.1645,-0.1058,-0.052766
0.75171,0.29642,0.44357,-0.35641,-0.055307,-0.045825
0.75407,0.16843,0.58146,-0.54767,0.014958,-0.021356
0.75664,0.052008,0.71767,-0.78146,-0.033606,-0.0084713
0.62093,0.82178,0.052828,0.06683,-0.050989,0.006004
0.61674,0.68907,0.17262,0.028239,-0.03614,-0.00014962
0.61217,0.55642,0.30717,-0.066757,-0.0080063,-0.028976
0.61008,0.42566,0.44328,-0.2091,0.030013,-0.042285
0.61206,0.29704,0.58037,-0.37163,0.040098,-0.033346
0.61656,0.1684,0.71672,-0.54307,0.058738,-0.019157
0.62078,0.05189,0.85139,-0.76692,-0.010735,-0.0145
0.48193,0.95388,0.052477,0.062945,0.10872,0.0047647
0.47594,0.82135,0.17224,0.044186,0.12598,0.0047114
0.46945,0.68839,0.30756,-0.015124,0.14953,-0.015332
0.46495,0.55593,0.44391,-0.10107,0.16625,-0.029018
0.4649,0.42528,0.58034,-0.20981,0.1769,-0.03127
0.46922,0.29618,0.71612,-0.34375,0.14787,-0.02222
0.47557,0.16726,0.85092,-0.50225,0.11209,-0.013383
0.48158,0.051339,0.98463,-0.70489,0.020003,-0.0094805
0.3388,1.0859,0.051275,0.013298,0.31344,0.0056428
0.33028,0.95363,0.1709,0.031761,0.32887,0.01227
0.32379,0.82087,0.30813,0.0069665,0.34735,-0.0024688
0.31941,0.68793,0.44538,-0.038943,0.36119,-0.014287
0.31787,0.55557,0.58149,-0.10268,0.36255,-0.020121
0.31929,0.42436,0.71653,-0.18434,0.33373,-0.014979
0.32348,0.29406,0.8508,-0.29031,0.26628,-0.0069477
0.3297,0.16417,0.98447,-0.42429,0.17094,-0.0027381
0.33811,0.049637,1.1177,-0.59916,0.059385,-0.0010883
0.19392,1.218,0.048837,0.043238,0.48693,0.0039162
0.18039,1.0859,0.16874,0.04156,0.53169,0.014655
0.17815,0.95352,0.30942,0.023246,0.54472,0.0081408
0.17693,0.82094,0.44737,0.0046778,0.55848,0.0090265
0.1763,0.68835,0.58316,-0.0029055,0.5673,0.0065024
0.17626,0.55605,0.71757,-0.01588,0.56132,0.010126
0.17681,0.42393,0.85124,-0.074725,0.49624,0.013104
0.17788,0.29158,0.98454,-0.15046,0.40267,0.013163
0.1798,0.15862,1.1176,-0.24511,0.23441,0.006738
0.19278,0.04598,1.2506,-0.38747,0.12301,-0.0066257
0.060837,1.3501,0.054726,-0.028028,0.61943,0.02159
0.052364,1.218,0.17724,0.005817,0.66863,0.026388
0.052989,1.0859,0.3134,-0.0083947,0.70578,0.016995
0.053422,0.95373,0.44965,-0.02114,0.738,0.04872
0.053461,0.82149,0.58465,-0.0237,0.74984,0.062633
0.053433,0.68925,0.71848,-0.026494,0.73016,0.061042
0.053442,0.55698,0.85171,-0.048888,0.69488,0.045222
0.053376,0.4245,0.98473,-0.081115,0.61082,0.028668
0.052885,0.29225,1.1177,-0.1311,0.50978,0.014716
0.052104,0.16267,1.2506,-0.13811,0.25234,0.025039
0.060147,0.049504,1.3835,-0.12061,0.14405,-0.040675
1.5542,0.048857,0.05256,0.36392,-0.382,0.07664
1.4217,0.16123,0.048016,0.38193,-0.56699,0.023473
1.4217,0.045712,0.17204,-0.036178,-0.19846,0.25813
1.2891,0.29101,0.051055,0.37707,-0.79563,-0.010627
1.2891,0.15792,0.16592,-0.032429,-0.29996,0.077096
1.2891,0.049558,0.30826,-0.30527,-0.11345,0.19662
1.1565,0.42397,0.052371,0.37394,-0.90907,-0.018978
1.1562,0.29101,0.16977,0.0051434,-0.44717,-0.023388
1.1562,0.16399,0.30574,-0.27589,-0.16125,0.026419
1.1565,0.051322,0.44636,-0.53024,-0.086591,0.10048
1.0237,0.55705,0.052784,0.33203,-0.87218,-0.0091752
1.0229,0.42408,0.17175,0.053996,-0.45089,-0.054002
1.0225,0.29423,0.30614,-0.18734,-0.26076,-0.045797
1.0229,0.16736,0.44455,-0.4203,-0.086067,-0.0035109
1.0237,0.051908,0.58289,-0.6607,-0.074082,0.02814
0.89058,0.68958,0.052892,0.24343,-0.59727,0.0025879
0.88897,0.55679,0.17248,0.092812,-0.36796,-0.024057
0.88739,0.42528,0.30665,-0.085242,-0.24657,-0.052435
0.88738,0.29681,0.44343,-0.28864,-0.15034,-0.043134
0.88894,0.16868,0.58138,-0.49918,-0.036198,-0.017176
0.89056,0.052074,0.71765,-0.73139,-0.062521,-0.0045698
0.75664,0.82178,0.052907,0.12812,-0.28197,0.0030231
0.75378,0.68913,0.1727,0.097408,-0.23677,-0.006922
0.75049,0.55679,0.30698,-0.0099438,-0.172,-0.030875
