"Points:0","Points:1","Points:2","U:0","U:1","U:2"
5.0996,0.28405,1.3493,4.1232e-06,1.1812e-06,-1.518e-08
5.2701,0.53949,1.349,3.0371e-07,4.0183e-06,-7.6911e-08
5.4249,0.76959,1.3495,1.0338e-06,6.7394e-06,-9.2085e-08
4.6697,0.080799,1.1491,6.0192e-06,1.0978e-06,-1.2262e-07
4.8843,0.27323,1.1464,4.8626e-06,1.3525e-06,-1.5632e-07
5.077,0.51387,1.1441,3.9865e-06,4.2135e-06,-5.0297e-08
5.2548,0.75534,1.145,1.8801e-06,6.3854e-06,-5.1964e-08
5.4227,0.96991,1.1476,1.3744e-06,7.7275e-06,1.0196e-08
4.4595,0.080547,0.94615,7.3498e-06,7.7107e-07,6.8471e-08
4.6698,0.26947,0.94026,6.6839e-06,1.0284e-06,2.6104e-10
4.8733,0.49744,0.93412,4.9964e-06,3.5338e-06,-7.1898e-08
5.0619,0.7377,0.93271,4.582e-06,6.0769e-06,-4.1403e-08
5.249,0.96213,0.93721,1.9722e-06,8.7555e-06,-1.5717e-07
5.4221,1.1682,0.94292,1.5279e-06,1.0361e-05,-2.7097e-07
4.2556,0.08076,0.73884,8.0904e-06,6.5704e-07,-2.2557e-08
4.4603,0.27013,0.72868,7.6086e-06,9.8979e-07,-5.3257e-08
4.6647,0.49403,0.7178,7.0559e-06,3.4017e-06,-1.0281e-07
4.8621,0.7268,0.71179,5.9728e-06,5.2837e-06,-9.9272e-08
5.0546,0.95289,0.71494,5.4565e-06,8.2879e-06,-3.8302e-08
5.2478,1.1643,0.72377,2.6938e-06,1.1331e-05,-2.5305e-07
5.4226,1.3654,0.733,1.9028e-06,1.2805e-05,-4.8098e-07
4.055,0.081326,0.52504,8.9456e-06,4.678e-07,9.8865e-08
4.2558,0.27521,0.50857,8.6435e-06,6.8357e-07,8.0312e-08
4.4573,0.50286,0.49543,8.3023e-06,2.7299e-06,1.9755e-08
4.6572,0.73016,0.48746,7.7915e-06,4.4872e-06,2.0244e-08
4.8551,0.95007,0.48655,6.6697e-06,7.3903e-06,-2.3015e-08
5.0527,1.1608,0.49232,6.2639e-06,1.0845e-05,1.1348e-08
5.2505,1.3639,0.50253,3.0831e-06,1.4581e-05,-3.7887e-07
5.4247,1.5622,0.51621,2.1903e-06,1.6386e-05,-7.2484e-07
3.8561,0.082753,0.30491,9.2413e-06,3.0559e-07,-7.5259e-08
4.0549,0.28545,0.27922,9.0521e-06,5.1698e-07,-1.2255e-08
4.2541,0.51981,0.27221,9.1355e-06,2.2856e-06,-4.5311e-08
4.4532,0.74285,0.26891,8.9586e-06,3.7472e-06,-3.8364e-08
4.6524,0.95593,0.26774,8.7657e-06,6.3242e-06,-3.6578e-08
4.8521,1.162,0.26818,7.8915e-06,9.418e-06,-8.4279e-08
5.0533,1.3634,0.27021,7.5969e-06,1.3273e-05,-3.2824e-08
5.2566,1.5618,0.2744,3.6932e-06,1.7854e-05,-6.0016e-07
5.4295,1.7589,0.29566,2.7703e-06,2.0108e-05,-1.0092e-06
3.6577,0.10026,0.096753,9.1528e-06,1.02e-07,-1.7745e-08
3.8559,0.31452,0.081248,9.0296e-06,1.8844e-07,7.333e-09
4.0543,0.53894,0.080744,9.2555e-06,1.5224e-06,-3.4255e-08
4.2527,0.75534,0.080914,9.2773e-06,2.5884e-06,-6.7549e-08
4.4512,0.96349,0.080851,9.3655e-06,4.8066e-06,-1.031e-07
4.6502,1.1657,0.080798,9.3721e-06,7.5228e-06,1.0506e-07
4.8501,1.3646,0.080713,8.3319e-06,1.1101e-05,2.6954e-07
5.0503,1.562,0.080168,7.9904e-06,1.5514e-05,4.5993e-07
5.2479,1.7588,0.079551,2.8146e-06,2.1145e-05,-2.0975e-07
5.4227,1.9553,0.092651,2.7607e-06,2.4959e-05,-1.1102e-06
5.4756,0.16926,2.155,2.1612e-07,1.0013e-06,-5.2772e-06
5.3465,0.09418,1.9511,1.9993e-06,1.2774e-06,9.5973e-08
5.4502,0.35826,1.9541,-1.7792e-08,9.1137e-06,8.8805e-08
5.1154,0.08428,1.7503,2.9659e-06,1.1802e-06,8.2066e-07
5.3033,0.3085,1.7519,1.1689e-06,1.5712e-06,2.9989e-07
5.4317,0.56592,1.7518,4.7934e-07,3.7763e-06,-1.0312e-06
4.8888,0.08175,1.5501,3.9147e-06,1.1427e-06,-2.9179e-07
5.0996,0.28405,1.5507,3.8617e-06,1.774e-06,-2.7245e-07
5.2701,0.53949,1.551,9.0799e-07,4.1384e-06,1.2735e-07
5.4249,0.76959,1.5505,1.1891e-06,5.9674e-06,2.4423e-07
4.6698,0.08069,1.3499,6.2292e-06,9.7267e-07,7.3368e-08
4.8846,0.27281,1.349,5.011e-06,1.1108e-06,9.3655e-09
